Serie	Number	Date	Text	CreatedBy	CreatedDate	Account	Amount
V	22	2021-04-02	GOOGLE GSUI /21-04-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-04-12 11:17:21	2645	108.61
V	22	2021-04-02	GOOGLE GSUI /21-04-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-04-12 11:17:21	4535	434.43
V	23	2021-03-02	GOOGLE GSUIT /21-03-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-04-12 11:17:22	1930	-290.84
V	23	2021-03-02	GOOGLE GSUIT /21-03-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-04-12 11:17:22	2614	-72.71
V	23	2021-03-02	GOOGLE GSUIT /21-03-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-04-12 11:17:22	2645	72.71
V	23	2021-03-02	GOOGLE GSUIT /21-03-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-04-12 11:17:22	4535	290.84
V	24	2021-03-22	Banktjänster - Banktjänster	mikael@sciple.ai	2021-04-12 11:20:32	1930	-68.00
V	24	2021-03-22	Banktjänster - Banktjänster	mikael@sciple.ai	2021-04-12 11:20:32	6570	68.00
V	25	2021-03-10	APPLE COM/SE /21-03-09 - IT-produkter Inrikes	mikael@sciple.ai	2021-04-12 11:24:19	1930	-12691.25
V	25	2021-03-10	APPLE COM/SE /21-03-09 - IT-produkter Inrikes	mikael@sciple.ai	2021-04-12 11:24:19	2640	2538.25
V	25	2021-03-10	APPLE COM/SE /21-03-09 - IT-produkter Inrikes	mikael@sciple.ai	2021-04-12 11:24:19	6230	10153.00
V	26	2021-02-18	Banktjänster	mikael@sciple.ai	2021-04-12 11:36:06	1931	-70.00
V	26	2021-02-18	Banktjänster	mikael@sciple.ai	2021-04-12 11:36:06	6570	70.00
V	27	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	1931	-720.00
V	27	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	2614	-180.00
V	27	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	2645	180.00
V	27	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	4531	720.00
V	28	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	1931	-685.00
V	28	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	2614	-171.25
V	28	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	2645	171.25
V	28	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:30:54	4531	685.00
V	29	2021-04-23	Annullering av V27: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:30	1931	720.00
V	29	2021-04-23	Annullering av V27: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:30	2614	180.00
V	29	2021-04-23	Annullering av V27: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:30	2645	-180.00
V	29	2021-04-23	Annullering av V27: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:30	4531	-720.00
V	30	2021-04-15	Annullering av V28: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:35	1931	685.00
V	30	2021-04-15	Annullering av V28: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:35	2614	171.25
V	30	2021-04-15	Annullering av V28: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:35	2645	-171.25
V	30	2021-04-15	Annullering av V28: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:42:35	4531	-685.00
V	31	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	1931	-720.00
V	31	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	2614	-180.00
V	31	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	2645	180.00
V	31	2021-04-23	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	4531	720.00
V	32	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	1931	-685.00
V	32	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	2614	-171.25
V	32	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	2645	171.25
V	32	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:44:17	4531	685.00
V	33	2021-04-23	Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	1931	-6011.06
V	33	2021-04-23	Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	2614	-1502.77
V	33	2021-04-23	Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	2645	1502.77
V	33	2021-04-23	Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	4531	6011.06
V	34	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	1931	-5743.94
V	34	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	2614	-1435.99
V	34	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	2645	1435.99
V	34	2021-04-15	Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:47:51	4531	5743.94
V	35	2021-04-23	Annullering av V31: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:50:41	1931	720.00
V	35	2021-04-23	Annullering av V31: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:50:41	2614	180.00
V	35	2021-04-23	Annullering av V31: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:50:41	2645	-180.00
V	35	2021-04-23	Annullering av V31: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:50:41	4531	-720.00
V	36	2021-04-15	Annullering av V32: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:51:26	1931	685.00
V	36	2021-04-15	Annullering av V32: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:51:26	2614	171.25
V	36	2021-04-15	Annullering av V32: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:51:26	2645	-171.25
V	36	2021-04-15	Annullering av V32: Submit - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-06-08 08:51:26	4531	-685.00
V	37	2021-05-24	Banktjänster - Banktjänster	rajiv@sciple.ai	2021-06-08 08:53:58	1930	-85.00
V	37	2021-05-24	Banktjänster - Banktjänster	rajiv@sciple.ai	2021-06-08 08:53:58	6570	85.00
V	38	2021-04-28	Banktjänster - Banktjänster	rajiv@sciple.ai	2021-06-08 08:53:58	1930	-85.00
V	38	2021-04-28	Banktjänster - Banktjänster	rajiv@sciple.ai	2021-06-08 08:53:58	6570	85.00
V	39	2021-05-11	Klarna bank AB - Biljetter inrikes	rajiv@sciple.ai	2021-06-08 08:54:36	1930	-1168.00
V	39	2021-05-11	Klarna bank AB - Biljetter inrikes	rajiv@sciple.ai	2021-06-08 08:54:36	2640	66.11
V	39	2021-05-11	Klarna bank AB - Biljetter inrikes	rajiv@sciple.ai	2021-06-08 08:54:36	5810	1101.89
V	40	2021-05-14	SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:30	1930	-60.61
V	40	2021-05-14	SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:30	2614	-15.15
V	40	2021-05-14	SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:30	2645	15.15
V	40	2021-05-14	SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:30	4531	60.61
V	41	2021-04-13	SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:31	1930	-61.59
V	41	2021-04-13	SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:31	2614	-15.40
V	41	2021-04-13	SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:31	2645	15.40
V	41	2021-04-13	SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:02:31	4531	61.59
V	42	2021-04-13	Annullering av V41: SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:16	1930	61.59
V	42	2021-04-13	Annullering av V41: SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:16	2614	15.40
V	42	2021-04-13	Annullering av V41: SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:16	2645	-15.40
V	42	2021-04-13	Annullering av V41: SAN FRANCISC /21-04-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:16	4531	-61.59
V	43	2021-05-14	Annullering av V40: SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:24	1930	60.61
V	43	2021-05-14	Annullering av V40: SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:24	2614	15.15
V	43	2021-05-14	Annullering av V40: SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:24	2645	-15.15
V	43	2021-05-14	Annullering av V40: SAN FRANCISC /21-05-13 - Inköp Tjänster utanför EU	mikael@sciple.ai	2021-06-08 09:03:24	4531	-60.61
V	44	2021-05-14	SAN FRANCISC /21-05-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	1930	-60.61
V	44	2021-05-14	SAN FRANCISC /21-05-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	4010	60.61
V	44	2021-05-14	SAN FRANCISC /21-05-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	4500	60.61
V	44	2021-05-14	SAN FRANCISC /21-05-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	4598	-60.61
V	45	2021-04-13	SAN FRANCISC /21-04-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	1930	-61.59
V	45	2021-04-13	SAN FRANCISC /21-04-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	4010	61.59
V	45	2021-04-13	SAN FRANCISC /21-04-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	4500	61.59
V	45	2021-04-13	SAN FRANCISC /21-04-13 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:04:20	4598	-61.59
V	46	2021-05-03	GOOGLE GSUI /21-05-01 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:06:49	1930	-417.60
V	46	2021-05-03	GOOGLE GSUI /21-05-01 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:06:49	4010	417.60
V	46	2021-05-03	GOOGLE GSUI /21-05-01 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:06:49	4500	417.60
V	46	2021-05-03	GOOGLE GSUI /21-05-01 - Inköp varor utanför EU	mikael@sciple.ai	2021-06-08 09:06:49	4598	-417.60
V	47	2021-05-22	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:12:43	2614	-52.25
V	47	2021-05-22	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:12:43	2645	52.25
V	47	2021-05-22	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:12:43	2890	-209.00
V	47	2021-05-22	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:12:43	4535	209.00
V	48	2021-05-31	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:13:13	2614	-46.50
V	48	2021-05-31	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:13:13	2645	46.50
V	48	2021-05-31	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:13:13	2890	-186.00
V	48	2021-05-31	Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:13:13	4535	186.00
V	49	2021-05-31	Annullering av V48: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:28	2614	46.50
V	49	2021-05-31	Annullering av V48: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:28	2645	-46.50
V	49	2021-05-31	Annullering av V48: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:28	2890	186.00
V	49	2021-05-31	Annullering av V48: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:28	4535	-186.00
V	50	2021-05-22	Annullering av V47: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:37	2614	52.25
V	50	2021-05-22	Annullering av V47: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:37	2645	-52.25
V	50	2021-05-22	Annullering av V47: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:37	2890	209.00
V	50	2021-05-22	Annullering av V47: Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:16:37	4535	-209.00
V	51	2021-05-22	Advertising - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:17:16	2614	-52.25
V	51	2021-05-22	Advertising - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:17:16	2645	52.25
V	51	2021-05-22	Advertising - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:17:16	2890	-209.00
V	51	2021-05-22	Advertising - Inköp tjänster inom EU 25%	mikael@sciple.ai	2021-06-08 09:17:16	4535	209.00
V	52	2021-05-31	Advertising - Inköp varor inom EU 25% moms	mikael@sciple.ai	2021-06-08 09:18:05	2614	-46.50
V	52	2021-05-31	Advertising - Inköp varor inom EU 25% moms	mikael@sciple.ai	2021-06-08 09:18:05	2645	46.50
V	52	2021-05-31	Advertising - Inköp varor inom EU 25% moms	mikael@sciple.ai	2021-06-08 09:18:05	2890	-186.00
V	52	2021-05-31	Advertising - Inköp varor inom EU 25% moms	mikael@sciple.ai	2021-06-08 09:18:05	4010	186.00
V	52	2021-05-31	Advertising - Inköp varor inom EU 25% moms	mikael@sciple.ai	2021-06-08 09:18:05	4515	186.00
V	52	2021-05-31	Advertising - Inköp varor inom EU 25% moms	mikael@sciple.ai	2021-06-08 09:18:05	4598	-186.00
V	53	2021-03-31	Momsredovisning: januari 2021 - mars 2021	mikael@sciple.ai	2021-06-08 10:33:17	1650	4065.00
V	53	2021-03-31	Momsredovisning: januari 2021 - mars 2021	mikael@sciple.ai	2021-06-08 10:33:17	2614	96963.93
V	53	2021-03-31	Momsredovisning: januari 2021 - mars 2021	mikael@sciple.ai	2021-06-08 10:33:17	2640	-4064.60
V	53	2021-03-31	Momsredovisning: januari 2021 - mars 2021	mikael@sciple.ai	2021-06-08 10:33:17	2645	-96963.93
V	53	2021-03-31	Momsredovisning: januari 2021 - mars 2021	mikael@sciple.ai	2021-06-08 10:33:17	3740	-0.40
V	54	2021-09-01	NETONNET /21-08-31 - Inköp förbrukningsinventarier 25% moms	rajiv@sciple.ai	2021-09-26 12:18:10	1930	-17056.25
V	54	2021-09-01	NETONNET /21-08-31 - Inköp förbrukningsinventarier 25% moms	rajiv@sciple.ai	2021-09-26 12:18:10	2640	3411.25
V	54	2021-09-01	NETONNET /21-08-31 - Inköp förbrukningsinventarier 25% moms	rajiv@sciple.ai	2021-09-26 12:18:10	5410	13645.00
V	55	2021-09-01	ATLANTA /21-09-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:29:32	1930	-79.84
V	55	2021-09-01	ATLANTA /21-09-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:29:32	2614	-19.96
V	55	2021-09-01	ATLANTA /21-09-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:29:32	2645	19.96
V	55	2021-09-01	ATLANTA /21-09-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:29:32	4531	79.84
V	56	2021-07-02	ATLANTA /21-07-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:31:50	1930	-88.21
V	56	2021-07-02	ATLANTA /21-07-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:31:50	2614	-22.05
V	56	2021-07-02	ATLANTA /21-07-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:31:50	2645	22.05
V	56	2021-07-02	ATLANTA /21-07-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:31:50	4531	88.21
V	57	2021-08-02	ATLANTA /21-08-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:32:17	1930	-79.35
V	57	2021-08-02	ATLANTA /21-08-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:32:17	2614	-19.84
V	57	2021-08-02	ATLANTA /21-08-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:32:17	2645	19.84
V	57	2021-08-02	ATLANTA /21-08-01 - Inköp Tjänster utanför EU	rajiv@sciple.ai	2021-09-26 12:32:17	4531	79.35
V	58	2021-09-03	GOOGLE /21-09-03 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:34:49	1930	-522.00
V	58	2021-09-03	GOOGLE /21-09-03 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:34:49	2614	-130.50
V	58	2021-09-03	GOOGLE /21-09-03 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:34:49	2645	130.50
V	58	2021-09-03	GOOGLE /21-09-03 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:34:49	4535	522.00
V	59	2021-08-03	GOOGLE /21-08-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:14	1930	-508.54
V	59	2021-08-03	GOOGLE /21-08-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:14	2614	-127.14
V	59	2021-08-03	GOOGLE /21-08-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:14	2645	127.14
V	59	2021-08-03	GOOGLE /21-08-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:14	4535	508.54
V	60	2021-07-03	GOOGLE GSUI /21-07-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:54	1930	-417.60
V	60	2021-07-03	GOOGLE GSUI /21-07-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:54	2614	-104.40
V	60	2021-07-03	GOOGLE GSUI /21-07-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:54	2645	104.40
V	60	2021-07-03	GOOGLE GSUI /21-07-02 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:35:54	4535	417.60
V	61	2021-06-02	GOOGLE GSUIT /21-06-01 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:36:16	1930	-417.60
V	61	2021-06-02	GOOGLE GSUIT /21-06-01 - Inköp tjänster inom EU 25%	rajiv@sciple.ai	2021-09-26 12:36:16	2614	-104.40
